epoch,train_ce_mean,train_rc_mean,train_energy_mean,val_ce,val_rc,spike_rate,best_val_ce_so_far,global_step
1,5.496618747711182,0.6651812593142191,0.0789930559694767,5.492281119028727,0.6621837615966797,0.08159722139437993,5.492281119028727,6
2,5.120343764623006,0.6760178903738657,0.27734374503294623,5.091586112976074,0.673536737759908,0.3020833432674408,5.091586112976074,12
3,4.856487194697062,0.6972632010777791,0.1013454869389534,4.829391320546468,0.6942298213640848,0.10590277860562006,4.829391320546468,18
4,4.51824688911438,0.7140138546625773,0.16102430472771326,4.503468990325928,0.7145668665568033,0.15755208333333331,4.503468990325928,24
5,4.221248229344686,0.7328930993874867,0.1959635441501935,4.178020477294922,0.7327368060747782,0.20442708333333331,4.178020477294922,30
6,3.8529082934061685,0.7469942967096964,0.3743489583333333,3.834582408269246,0.7482414841651917,0.3693576355775197,3.834582408269246,36
7,3.6199346780776978,0.7631712059179941,0.3825954794883728,3.6534172693888345,0.7617358764012654,0.3146701355775197,3.6534172693888345,42
8,3.5607861280441284,0.7739175657431284,0.24001735945542652,3.6261058648427325,0.7736364603042603,0.11328124751647313,3.6261058648427325,48
