epoch,train_ce_mean,train_rc_mean,train_energy_mean,val_ce,val_rc,spike_rate,best_val_ce_so_far,global_step
1,5.492525577545166,0.6646246711413065,0.033203125310440854,5.490870316823323,0.6615426540374756,0.03125000124176343,5.490870316823323,6
2,5.165264844894409,0.6770323018232981,0.08723958457509676,5.148433844248453,0.6748356223106384,0.08289930721124013,5.148433844248453,12
3,4.857091426849365,0.6943887571493784,0.07595486318071683,4.837687810262044,0.6918694376945496,0.07378472263614336,4.837687810262044,18
4,4.436787684758504,0.7078358829021454,0.24197048942248026,4.423728307088216,0.7083966135978699,0.2374131977558136,4.423728307088216,24
5,4.100478490193685,0.7253803412119547,0.407552088300387,4.045226414998372,0.7248319188753763,0.424913207689921,4.045226414998372,30
6,3.932630141576131,0.7415080865224202,0.2730034838120142,3.911281665166219,0.7416196068127949,0.2747395932674408,3.911281665166219,36
7,3.720664858818054,0.7581171194712321,0.2947048743565877,3.7256358464558916,0.7563447952270508,0.2773437599341074,3.7256358464558916,42
8,3.6019431749979653,0.7724285821119944,0.2825520932674408,3.5973591804504395,0.7712089419364929,0.2803819477558136,3.5973591804504395,48
