epoch,train_ce_mean,train_rc_mean,train_energy_mean,val_ce,val_acc1,val_rc,spike_rate,best_val_ce_so_far,global_step
1,5.633994936943054,0.9994951486587524,0.0,5.64691424369812,0.03324468061327934,0.9994951486587524,0.0,5.64691424369812,4
2,5.40383505821228,0.9994388222694397,0.0,5.3950440883636475,0.03324468061327934,0.9994388222694397,0.0,5.3950440883636475,8
3,5.128679633140564,0.9993847608566284,0.0,5.150131702423096,0.03324468061327934,0.9993847608566284,0.0,5.150131702423096,12
4,4.923343539237976,0.9994462132453918,0.0,4.921325445175171,0.03324468061327934,0.9994462132453918,0.0,4.921325445175171,16
5,4.7134398221969604,0.999469518661499,0.0,4.710777759552002,0.03324468061327934,0.999469518661499,0.0,4.710777759552002,20
6,4.534468412399292,0.9994411468505859,0.0,4.541829347610474,0.03324468061327934,0.9994411468505859,0.0,4.541829347610474,24
